action_budget,candidate_policy_id,baseline_policy_id,metric,patient_count,mean_difference,bootstrap_95_lower,bootstrap_95_upper,wins,ties,losses,preferred_direction,candidate_better_count,candidate_same_count,candidate_worse_count,two_sided_exact_sign_test_p
2,clarifytrial_rule_v1,authored_order,trial_status_recovery,30,0.026666666666666672,0.0,0.06000000000000001,2,28,0,higher,2,28,0,0.5
2,clarifytrial_rule_v1,authored_order,confirmed_rescue_count,30,0.13333333333333333,0.0,0.3,2,28,0,higher,2,28,0,0.5
2,clarifytrial_rule_v1,authored_order,ineligible_cleanup_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
2,clarifytrial_rule_v1,authored_order,action_count,30,-0.16666666666666666,-0.26666666666666666,-0.06666666666666667,0,25,5,lower,5,25,0,0.0625
2,clarifytrial_exact_coverage_v3,random_order_expectation,trial_status_recovery,30,0.26811111111111113,0.20321944444444445,0.3311166666666666,24,6,0,higher,24,6,0,1.1920928955078125e-07
2,clarifytrial_exact_coverage_v3,random_order_expectation,confirmed_rescue_count,30,0.5783333333333334,0.3505416666666667,0.8222222222222222,16,14,0,higher,16,14,0,3.0517578125e-05
2,clarifytrial_exact_coverage_v3,random_order_expectation,ineligible_cleanup_count,30,0.7622222222222222,0.5688611111111112,0.9577777777777778,22,8,0,higher,22,8,0,4.76837158203125e-07
2,clarifytrial_exact_coverage_v3,random_order_expectation,action_count,30,-0.3255555555555556,-0.44333333333333336,-0.21333333333333335,0,16,14,lower,14,16,0,0.0001220703125
2,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,trial_status_recovery,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
2,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,confirmed_rescue_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
2,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,ineligible_cleanup_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
2,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,action_count,30,0.0,0.0,0.0,0,30,0,lower,0,30,0,1.0
3,clarifytrial_rule_v1,random_order_expectation,trial_status_recovery,30,0.11988888888888889,0.062219444444444445,0.18056111111111103,12,18,0,higher,12,18,0,0.00048828125
3,clarifytrial_rule_v1,random_order_expectation,confirmed_rescue_count,30,0.3233333333333333,0.15166666666666667,0.505,9,21,0,higher,9,21,0,0.00390625
3,clarifytrial_rule_v1,random_order_expectation,ineligible_cleanup_count,30,0.2761111111111111,0.14166666666666666,0.4172222222222222,12,18,0,higher,12,18,0,0.00048828125
3,clarifytrial_rule_v1,random_order_expectation,action_count,30,-0.5238888888888888,-0.6977777777777778,-0.3599861111111113,0,14,16,lower,16,14,0,3.0517578125e-05
3,clarifytrial_rule_v1,authored_order,trial_status_recovery,30,0.013333333333333334,0.0,0.04,1,29,0,higher,1,29,0,1.0
3,clarifytrial_rule_v1,authored_order,confirmed_rescue_count,30,0.06666666666666667,0.0,0.2,1,29,0,higher,1,29,0,1.0
3,clarifytrial_rule_v1,authored_order,ineligible_cleanup_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
3,clarifytrial_rule_v1,authored_order,action_count,30,-0.16666666666666666,-0.26666666666666666,-0.06666666666666667,0,25,5,lower,5,25,0,0.0625
3,clarifytrial_exact_coverage_v3,random_order_expectation,trial_status_recovery,30,0.11988888888888889,0.062219444444444445,0.18056111111111103,12,18,0,higher,12,18,0,0.00048828125
3,clarifytrial_exact_coverage_v3,random_order_expectation,confirmed_rescue_count,30,0.3233333333333333,0.15166666666666667,0.505,9,21,0,higher,9,21,0,0.00390625
3,clarifytrial_exact_coverage_v3,random_order_expectation,ineligible_cleanup_count,30,0.2761111111111111,0.14166666666666666,0.4172222222222222,12,18,0,higher,12,18,0,0.00048828125
3,clarifytrial_exact_coverage_v3,random_order_expectation,action_count,30,-0.5238888888888888,-0.6977777777777778,-0.3599861111111113,0,14,16,lower,16,14,0,3.0517578125e-05
3,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,trial_status_recovery,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
3,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,confirmed_rescue_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
3,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,ineligible_cleanup_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
3,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,action_count,30,0.0,0.0,0.0,0,30,0,lower,0,30,0,1.0
4,clarifytrial_rule_v1,random_order_expectation,trial_status_recovery,30,0.06588888888888889,0.030325,0.10355555555555555,9,21,0,higher,9,21,0,0.00390625
4,clarifytrial_rule_v1,random_order_expectation,confirmed_rescue_count,30,0.20944444444444446,0.08833333333333333,0.3438888888888889,8,22,0,higher,8,22,0,0.0078125
4,clarifytrial_rule_v1,random_order_expectation,ineligible_cleanup_count,30,0.12000000000000001,0.05333333333333334,0.18666666666666668,9,21,0,higher,9,21,0,0.00390625
4,clarifytrial_rule_v1,random_order_expectation,action_count,30,-0.6038888888888889,-0.8016666666666666,-0.4222222222222222,0,13,17,lower,17,13,0,1.52587890625e-05
4,clarifytrial_rule_v1,authored_order,trial_status_recovery,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
4,clarifytrial_rule_v1,authored_order,confirmed_rescue_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
4,clarifytrial_rule_v1,authored_order,ineligible_cleanup_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
4,clarifytrial_rule_v1,authored_order,action_count,30,-0.16666666666666666,-0.26666666666666666,-0.06666666666666667,0,25,5,lower,5,25,0,0.0625
4,clarifytrial_exact_coverage_v3,random_order_expectation,trial_status_recovery,30,0.06588888888888889,0.030325,0.10355555555555555,9,21,0,higher,9,21,0,0.00390625
4,clarifytrial_exact_coverage_v3,random_order_expectation,confirmed_rescue_count,30,0.20944444444444446,0.08833333333333333,0.3438888888888889,8,22,0,higher,8,22,0,0.0078125
4,clarifytrial_exact_coverage_v3,random_order_expectation,ineligible_cleanup_count,30,0.12000000000000001,0.05333333333333334,0.18666666666666668,9,21,0,higher,9,21,0,0.00390625
4,clarifytrial_exact_coverage_v3,random_order_expectation,action_count,30,-0.6038888888888889,-0.8016666666666666,-0.4222222222222222,0,13,17,lower,17,13,0,1.52587890625e-05
4,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,trial_status_recovery,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
4,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,confirmed_rescue_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
4,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,ineligible_cleanup_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
4,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,action_count,30,0.0,0.0,0.0,0,30,0,lower,0,30,0,1.0
5,clarifytrial_rule_v1,random_order_expectation,trial_status_recovery,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
5,clarifytrial_rule_v1,random_order_expectation,confirmed_rescue_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
5,clarifytrial_rule_v1,random_order_expectation,ineligible_cleanup_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
5,clarifytrial_rule_v1,random_order_expectation,action_count,30,-0.7033333333333334,-0.90225,-0.5277777777777778,0,9,21,lower,21,9,0,9.5367431640625e-07
5,clarifytrial_rule_v1,authored_order,trial_status_recovery,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
5,clarifytrial_rule_v1,authored_order,confirmed_rescue_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
5,clarifytrial_rule_v1,authored_order,ineligible_cleanup_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
5,clarifytrial_rule_v1,authored_order,action_count,30,-0.16666666666666666,-0.26666666666666666,-0.06666666666666667,0,25,5,lower,5,25,0,0.0625
5,clarifytrial_exact_coverage_v3,random_order_expectation,trial_status_recovery,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
5,clarifytrial_exact_coverage_v3,random_order_expectation,confirmed_rescue_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
5,clarifytrial_exact_coverage_v3,random_order_expectation,ineligible_cleanup_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
5,clarifytrial_exact_coverage_v3,random_order_expectation,action_count,30,-0.7033333333333334,-0.90225,-0.5277777777777778,0,9,21,lower,21,9,0,9.5367431640625e-07
5,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,trial_status_recovery,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
5,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,confirmed_rescue_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
5,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,ineligible_cleanup_count,30,0.0,0.0,0.0,0,30,0,higher,0,30,0,1.0
5,clarifytrial_exact_coverage_v3,clarifytrial_rule_v1,action_count,30,0.0,0.0,0.0,0,30,0,lower,0,30,0,1.0
