suite,subgroup_type,subgroup,evaluation_distribution,budget,candidate_policy_id,baseline_policy_id,candidate_score,baseline_score,difference,criterion_edge_count,shared_fact_count,all_trial_shared_fact_count,max_trials_per_fact,max_trial_coverage_fraction,shared_fact_edge_fraction
synthetic_graph_stress,graph_topology,three_way,shifted_heldout,1,clarifytrial_rule_v1,random,0.2809091136937743,0.20193926998281742,0.07896984371095689,11,5,0,3,0.6,1.0
public_patient_profiles,disease,breast_cancer,heldout,2,widest_impact,random_order_expectation,0.8428571428571429,0.7754761904761904,0.06738095238095243,,,,,,
public_patient_profiles,disease,breast_cancer,heldout,2,clarifytrial_rule_v1,random_order_expectation,0.8285714285714285,0.7754761904761904,0.053095238095238084,,,,,,
public_patient_profiles,disease,major_depressive_disorder,heldout,2,widest_impact,random_order_expectation,0.5333333333333333,0.5147222222222222,0.018611111111111134,,,,,,
public_patient_profiles,disease,major_depressive_disorder,heldout,2,clarifytrial_rule_v1,random_order_expectation,0.5166666666666667,0.5147222222222222,0.0019444444444445264,,,,,,
public_patient_profiles,disease,type_2_diabetes,heldout,2,widest_impact,random_order_expectation,0.7571428571428571,0.725,0.03214285714285714,,,,,,
public_patient_profiles,disease,type_2_diabetes,heldout,2,clarifytrial_rule_v1,random_order_expectation,0.7285714285714285,0.725,0.0035714285714285587,,,,,,
synthetic_graph_stress,graph_topology,chain,similar_heldout,2,widest_impact,random,0.42909084326396885,0.3957349464960905,0.03335589676787837,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,chain,similar_heldout,2,clarifytrial_rule_v1,random,0.4207822503670321,0.3957349464960905,0.025047303870941617,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,chain,shifted_heldout,2,widest_impact,random,0.3647279728112123,0.36483047469547325,-0.00010250188426097484,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,chain,shifted_heldout,2,clarifytrial_rule_v1,random,0.37482887977488855,0.36483047469547325,0.009998405079415296,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,cost_conflict,similar_heldout,2,widest_impact,random,0.5954719159519033,0.40847239036448524,0.18699952558741806,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,cost_conflict,similar_heldout,2,clarifytrial_rule_v1,random,0.5954719159519033,0.40847239036448524,0.18699952558741806,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,cost_conflict,shifted_heldout,2,widest_impact,random,0.5807686726643344,0.39609698111375646,0.18467169155057794,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,cost_conflict,shifted_heldout,2,clarifytrial_rule_v1,random,0.5807686726643344,0.39609698111375646,0.18467169155057794,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,fully_separated,similar_heldout,2,widest_impact,random,0.4,0.4,0.0,5,0,0,1,0.2,0.0
synthetic_graph_stress,graph_topology,fully_separated,similar_heldout,2,clarifytrial_rule_v1,random,0.4,0.4,0.0,5,0,0,1,0.2,0.0
synthetic_graph_stress,graph_topology,fully_separated,shifted_heldout,2,widest_impact,random,0.4,0.4,0.0,5,0,0,1,0.2,0.0
synthetic_graph_stress,graph_topology,fully_separated,shifted_heldout,2,clarifytrial_rule_v1,random,0.4,0.4,0.0,5,0,0,1,0.2,0.0
synthetic_graph_stress,graph_topology,fully_shared,similar_heldout,2,widest_impact,random,0.7039441464335037,0.403014508815061,0.30092963761844266,9,1,1,5,1.0,0.5555555555555556
synthetic_graph_stress,graph_topology,fully_shared,similar_heldout,2,clarifytrial_rule_v1,random,0.7039441464335037,0.403014508815061,0.30092963761844266,9,1,1,5,1.0,0.5555555555555556
synthetic_graph_stress,graph_topology,fully_shared,shifted_heldout,2,widest_impact,random,0.6533942247575998,0.37028437799250274,0.28310984676509704,9,1,1,5,1.0,0.5555555555555556
synthetic_graph_stress,graph_topology,fully_shared,shifted_heldout,2,clarifytrial_rule_v1,random,0.6533942247575998,0.37028437799250274,0.28310984676509704,9,1,1,5,1.0,0.5555555555555556
synthetic_graph_stress,graph_topology,gated_hub,similar_heldout,2,widest_impact,random,0.6084835250946876,0.42453961000773016,0.18394391508695745,9,3,0,3,0.6,0.7777777777777778
synthetic_graph_stress,graph_topology,gated_hub,similar_heldout,2,clarifytrial_rule_v1,random,0.609087102571884,0.42453961000773016,0.18454749256415387,9,3,0,3,0.6,0.7777777777777778
synthetic_graph_stress,graph_topology,gated_hub,shifted_heldout,2,widest_impact,random,0.5633645548072114,0.4055111867528007,0.1578533680544107,9,3,0,3,0.6,0.7777777777777778
synthetic_graph_stress,graph_topology,gated_hub,shifted_heldout,2,clarifytrial_rule_v1,random,0.5636247762211655,0.4055111867528007,0.1581135894683648,9,3,0,3,0.6,0.7777777777777778
synthetic_graph_stress,graph_topology,low_overlap,similar_heldout,2,widest_impact,random,0.518233981326932,0.40508140779572027,0.11315257353121172,7,2,0,2,0.4,0.5714285714285714
synthetic_graph_stress,graph_topology,low_overlap,similar_heldout,2,clarifytrial_rule_v1,random,0.5164420174051652,0.40508140779572027,0.11136060960944488,7,2,0,2,0.4,0.5714285714285714
synthetic_graph_stress,graph_topology,low_overlap,shifted_heldout,2,widest_impact,random,0.5052348877297043,0.3837703054007333,0.12146458232897095,7,2,0,2,0.4,0.5714285714285714
synthetic_graph_stress,graph_topology,low_overlap,shifted_heldout,2,clarifytrial_rule_v1,random,0.5043040576018244,0.3837703054007333,0.12053375220109108,7,2,0,2,0.4,0.5714285714285714
synthetic_graph_stress,graph_topology,overlapping_pairs,similar_heldout,2,widest_impact,random,0.42431073340157277,0.4015372409370474,0.02277349246452537,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,overlapping_pairs,similar_heldout,2,clarifytrial_rule_v1,random,0.4353353440785463,0.4015372409370474,0.03379810314149889,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,overlapping_pairs,shifted_heldout,2,widest_impact,random,0.3775941559174707,0.36233439648218124,0.015259759435289455,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,overlapping_pairs,shifted_heldout,2,clarifytrial_rule_v1,random,0.3908777178156819,0.36233439648218124,0.028543321333500682,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,shared_hub,similar_heldout,2,widest_impact,random,0.5981253636649515,0.39788489660897713,0.20024046705597437,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,shared_hub,similar_heldout,2,clarifytrial_rule_v1,random,0.5981253636649515,0.39788489660897713,0.20024046705597437,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,shared_hub,shifted_heldout,2,widest_impact,random,0.5867219573949854,0.39391621996587234,0.1928057374291131,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,shared_hub,shifted_heldout,2,clarifytrial_rule_v1,random,0.5867219573949854,0.39391621996587234,0.1928057374291131,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,three_way,similar_heldout,2,widest_impact,random,0.4827505154630803,0.42097450223581756,0.06177601322726273,11,5,0,3,0.6,1.0
synthetic_graph_stress,graph_topology,three_way,similar_heldout,2,clarifytrial_rule_v1,random,0.4823634288343057,0.42097450223581756,0.06138892659848816,11,5,0,3,0.6,1.0
synthetic_graph_stress,graph_topology,three_way,shifted_heldout,2,widest_impact,random,0.4545275533046578,0.39045236689591556,0.06407518640874227,11,5,0,3,0.6,1.0
synthetic_graph_stress,graph_topology,three_way,shifted_heldout,2,clarifytrial_rule_v1,random,0.44711394198543564,0.39045236689591556,0.05666157508952008,11,5,0,3,0.6,1.0
public_patient_profiles,disease,breast_cancer,heldout,3,widest_impact,random_order_expectation,0.9,0.8392857142857143,0.06071428571428572,,,,,,
public_patient_profiles,disease,breast_cancer,heldout,3,clarifytrial_rule_v1,random_order_expectation,0.9,0.8392857142857143,0.06071428571428572,,,,,,
public_patient_profiles,disease,major_depressive_disorder,heldout,3,widest_impact,random_order_expectation,0.7333333333333334,0.6563888888888889,0.07694444444444448,,,,,,
public_patient_profiles,disease,major_depressive_disorder,heldout,3,clarifytrial_rule_v1,random_order_expectation,0.75,0.6563888888888889,0.09361111111111109,,,,,,
public_patient_profiles,disease,type_2_diabetes,heldout,3,widest_impact,random_order_expectation,0.8571428571428572,0.8342857142857143,0.02285714285714291,,,,,,
public_patient_profiles,disease,type_2_diabetes,heldout,3,clarifytrial_rule_v1,random_order_expectation,0.8571428571428571,0.8342857142857143,0.022857142857142798,,,,,,
synthetic_graph_stress,graph_topology,chain,similar_heldout,3,widest_impact,random,0.6723454492441593,0.6025621613729935,0.06978328787116583,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,chain,similar_heldout,3,clarifytrial_rule_v1,random,0.6648237186579169,0.6025621613729935,0.06226155728492344,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,chain,shifted_heldout,3,widest_impact,random,0.6196768883637042,0.5652369453838881,0.054439942979816025,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,chain,shifted_heldout,3,clarifytrial_rule_v1,random,0.621460297134872,0.5652369453838881,0.05622335175098392,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,cost_conflict,similar_heldout,3,widest_impact,random,0.7954719159519033,0.6394240764521755,0.15604783949972778,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,cost_conflict,similar_heldout,3,clarifytrial_rule_v1,random,0.7954719159519033,0.6394240764521755,0.15604783949972778,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,cost_conflict,shifted_heldout,3,widest_impact,random,0.7807686726643344,0.6279088015988287,0.1528598710655057,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,cost_conflict,shifted_heldout,3,clarifytrial_rule_v1,random,0.7807686726643344,0.6279088015988287,0.1528598710655057,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,fully_separated,similar_heldout,3,widest_impact,random,0.6,0.6,0.0,5,0,0,1,0.2,0.0
synthetic_graph_stress,graph_topology,fully_separated,similar_heldout,3,clarifytrial_rule_v1,random,0.6,0.6,0.0,5,0,0,1,0.2,0.0
synthetic_graph_stress,graph_topology,fully_separated,shifted_heldout,3,widest_impact,random,0.6,0.6,0.0,5,0,0,1,0.2,0.0
synthetic_graph_stress,graph_topology,fully_separated,shifted_heldout,3,clarifytrial_rule_v1,random,0.6,0.6,0.0,5,0,0,1,0.2,0.0
synthetic_graph_stress,graph_topology,fully_shared,similar_heldout,3,widest_impact,random,0.8026294309556692,0.6107309083295382,0.19189852262613094,9,1,1,5,1.0,0.5555555555555556
synthetic_graph_stress,graph_topology,fully_shared,similar_heldout,3,clarifytrial_rule_v1,random,0.8026294309556692,0.6107309083295382,0.19189852262613094,9,1,1,5,1.0,0.5555555555555556
synthetic_graph_stress,graph_topology,fully_shared,shifted_heldout,3,widest_impact,random,0.7689294831717332,0.5786503597125489,0.1902791234591843,9,1,1,5,1.0,0.5555555555555556
synthetic_graph_stress,graph_topology,fully_shared,shifted_heldout,3,clarifytrial_rule_v1,random,0.7689294831717332,0.5786503597125489,0.1902791234591843,9,1,1,5,1.0,0.5555555555555556
synthetic_graph_stress,graph_topology,gated_hub,similar_heldout,3,widest_impact,random,0.8026704203941097,0.6462386250766927,0.15643179531741702,9,3,0,3,0.6,0.7777777777777778
synthetic_graph_stress,graph_topology,gated_hub,similar_heldout,3,clarifytrial_rule_v1,random,0.8026704203941097,0.6462386250766927,0.15643179531741702,9,3,0,3,0.6,0.7777777777777778
synthetic_graph_stress,graph_topology,gated_hub,shifted_heldout,3,widest_impact,random,0.7854072469627031,0.6241255109651858,0.16128173599751738,9,3,0,3,0.6,0.7777777777777778
synthetic_graph_stress,graph_topology,gated_hub,shifted_heldout,3,clarifytrial_rule_v1,random,0.7854072469627031,0.6241255109651858,0.16128173599751738,9,3,0,3,0.6,0.7777777777777778
synthetic_graph_stress,graph_topology,low_overlap,similar_heldout,3,widest_impact,random,0.7091999558611841,0.6213916359028211,0.08780831995836302,7,2,0,2,0.4,0.5714285714285714
synthetic_graph_stress,graph_topology,low_overlap,similar_heldout,3,clarifytrial_rule_v1,random,0.7075198663931814,0.6213916359028211,0.08612823049036034,7,2,0,2,0.4,0.5714285714285714
synthetic_graph_stress,graph_topology,low_overlap,shifted_heldout,3,widest_impact,random,0.6975970738677626,0.6011883043206789,0.09640876954708366,7,2,0,2,0.4,0.5714285714285714
synthetic_graph_stress,graph_topology,low_overlap,shifted_heldout,3,clarifytrial_rule_v1,random,0.6981971871524517,0.6011883043206789,0.09700888283177278,7,2,0,2,0.4,0.5714285714285714
synthetic_graph_stress,graph_topology,overlapping_pairs,similar_heldout,3,widest_impact,random,0.6740545136778645,0.6091527174351569,0.06490179624270764,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,overlapping_pairs,similar_heldout,3,clarifytrial_rule_v1,random,0.6771756121152596,0.6091527174351569,0.0680228946801027,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,overlapping_pairs,shifted_heldout,3,widest_impact,random,0.6297514252751981,0.5658716736380018,0.06387975163719628,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,overlapping_pairs,shifted_heldout,3,clarifytrial_rule_v1,random,0.6339017871330164,0.5658716736380018,0.06803011349501453,10,5,0,2,0.4,1.0
synthetic_graph_stress,graph_topology,shared_hub,similar_heldout,3,widest_impact,random,0.7981253636649515,0.6360941618832342,0.16203120178171726,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,shared_hub,similar_heldout,3,clarifytrial_rule_v1,random,0.7981253636649515,0.6360941618832342,0.16203120178171726,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,shared_hub,shifted_heldout,3,widest_impact,random,0.7867219573949854,0.6225921978115367,0.16412975958344866,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,shared_hub,shifted_heldout,3,clarifytrial_rule_v1,random,0.7867219573949854,0.6225921978115367,0.16412975958344866,7,1,0,3,0.6,0.42857142857142855
synthetic_graph_stress,graph_topology,three_way,similar_heldout,3,widest_impact,random,0.6815564342576135,0.6148895997252863,0.06666683453232713,11,5,0,3,0.6,1.0
synthetic_graph_stress,graph_topology,three_way,similar_heldout,3,clarifytrial_rule_v1,random,0.6818212685006294,0.6148895997252863,0.06693166877534307,11,5,0,3,0.6,1.0
synthetic_graph_stress,graph_topology,three_way,shifted_heldout,3,widest_impact,random,0.6494585764151554,0.5942955867303977,0.055162989684757635,11,5,0,3,0.6,1.0
synthetic_graph_stress,graph_topology,three_way,shifted_heldout,3,clarifytrial_rule_v1,random,0.643446133063745,0.5942955867303977,0.049150546333347256,11,5,0,3,0.6,1.0
